0.517862,0.471948
0.710288,0.380764
0.526227,0.573910
0.895093,0.254141
0.634070,0.409576
0.661242,0.413025
0.688880,0.409460
0.725342,0.389131
0.606630,0.403705
0.654766,0.344011
0.629906,0.346076
0.680678,0.347265
0.702097,0.353591
0.752212,0.410805
0.602918,0.842863
0.719902,0.375600
0.893693,0.399960
0.790082,0.391354
0.643998,0.534488
0.528249,0.650404
0.525850,0.680191
0.560215,0.657229
0.585384,0.666541
0.549626,0.680861
0.571228,0.682692
0.624852,0.728099
0.513050,0.547282
0.515097,0.527252
0.742247,0.314507
0.598631,0.454979
0.570338,0.548575
0.578632,0.533623
0.723087,0.532054
0.516446,0.499639
0.662801,0.282918
0.703624,0.293271
0.830705,0.193814
0.552386,0.302568
0.607610,0.353888
0.645429,0.696707
0.932695,0.730105
0.557261,0.572826
0.542902,0.584792
0.618026,0.694711
0.607591,0.694203
0.722943,0.271963
0.577414,0.563167
0.614083,0.281387
0.616907,0.255886
0.668509,0.119914
0.770092,0.232021
0.635536,0.189249
0.770391,0.299556
0.826722,0.278755
0.527121,0.666198
0.553172,0.668527
0.577238,0.673890
0.554692,0.580066
0.611897,0.693961
0.596961,0.706540
0.596371,0.693953
0.539958,0.557139
0.568842,0.692366
0.547818,0.692366
0.524613,0.692366
0.534090,0.779141
0.527671,0.736226
0.526913,0.717857
0.526878,0.704626
0.526967,0.695278
0.572058,0.695278
0.573521,0.703540
0.576838,0.711846
0.581691,0.720063
0.609945,0.639910
0.986046,0.560034
0.586800,0.695400
0.590372,0.701823
0.531915,0.601537
0.577268,0.585935
0.536915,0.593786
0.627543,0.473352
0.665586,0.495951
0.588354,0.546862
0.757824,0.147676
0.709250,0.201508
0.672684,0.256581
0.600409,0.749005
0.558266,0.261672
0.570304,0.187871
0.588166,0.109044
0.711045,0.398952
0.781070,0.435405
0.587247,0.398932
0.742870,0.355446
0.572156,0.437652
0.551868,0.536570
0.821442,0.457556
0.752702,0.457182
0.713757,0.467627
0.667113,0.460673
0.631101,0.447154
0.600862,0.432473
0.523481,0.405627
0.810748,0.523926
0.771046,0.348959
0.509127,0.562718
0.595293,0.485024
0.980531,0.401564
0.573500,0.420000
0.602995,0.548688
0.733530,0.376977
0.560611,0.519017
0.967686,0.644357
0.580985,0.387160
0.537728,0.505385
0.760966,0.779753
0.801779,0.831938
0.892441,0.540761
0.816351,0.740260
0.865595,0.333687
0.614074,0.883246
0.508953,0.579438
0.617942,0.508316
0.825608,0.397675
0.681215,0.396235
0.656636,0.400597
0.603900,0.710217
0.812086,0.588539
0.568013,0.944565
0.681008,0.898285
0.733752,0.869701
0.633830,0.398822
0.606793,0.395537
0.589660,0.391062
0.805016,0.342108
0.611335,0.362284
0.634038,0.355971
0.656636,0.355357
0.681215,0.358340
0.698585,0.363156
0.941867,0.319076
0.698585,0.387449
0.584177,0.624107
0.554318,0.566077
0.534154,0.620640
0.711218,0.819975
0.664630,0.852871
0.559100,0.902632
0.871706,0.791941
0.591234,0.373894
0.544341,0.451584
0.624563,0.924192
0.885770,0.615029
0.551338,0.695278
0.551980,0.704632
0.552888,0.715808
0.555168,0.730794
0.569944,0.767035
0.593203,0.685676
0.599262,0.681069
0.607600,0.677703
0.631938,0.663500
0.752033,0.601315
0.547226,0.420395
0.563544,0.359828
0.583841,0.368714
0.586614,0.692366
0.771915,0.683578
0.531597,0.352483
0.588371,0.804441
0.520797,0.442565
0.567985,0.493479
0.543283,0.819255
0.655317,0.745515
0.621009,0.574018
0.625560,0.780312
0.680198,0.570719
0.642764,0.604338
0.704663,0.621530
0.552012,0.862592
0.589072,0.508637
0.685945,0.775357
0.645735,0.812640
0.675343,0.703978
0.810858,0.646305
0.720122,0.714667
0.866152,0.682705
0.663187,0.644597
0.570082,0.466326
0.544562,0.548376
0.562759,0.558785
0.531987,0.530140
0.585271,0.335177
0.622953,0.322779
0.655896,0.320163
0.687132,0.322346
0.716482,0.333201
0.758757,0.382787
0.897013,0.468769
0.732392,0.424547
0.702114,0.433163
0.666525,0.433866
0.633505,0.426088
0.603876,0.416587
0.579658,0.409945
0.992440,0.480777
0.567192,0.569420
0.541366,0.478899
0.526564,0.546118
0.523913,0.563830
0.531529,0.555057
0.566036,0.582329
0.516311,0.563054
0.517472,0.577877
0.573595,0.389807
0.560698,0.395332
0.549756,0.399751
0.710288,0.368253
0.723330,0.363373
